date,hour_start,hour_end,monitored_time_h,operation_time_h,downtime_h,efficiency,timestamp_start,timestamp_end,downtime_ratio,efficiency_loss,zero_operation_flag,throughput_per_hour,production_gallons,hour,weekday
2022-09-02,14,15,0.9999999999999992,0.483137222222227,0.5168627777777721,0.4831372222222274,2022-09-02 14:00:00,2022-09-02 15:00:00,0.5168627777777726,0.5168627777777726,False,193.0,193.0,14,4
2022-09-02,15,16,0.6999999999999994,0.3208080555555467,0.3791919444444526,0.45829722222221,2022-09-02 15:00:00,2022-09-02 16:00:00,0.5417027777777899,0.5417027777777901,False,294.0,294.0,15,4
2022-09-06,14,15,0.9999999999999992,0.7999891666666656,0.2000108333333335,0.7999891666666663,2022-09-06 14:00:00,2022-09-06 15:00:00,0.20001083333333367,0.2000108333333337,False,120.0,120.0,14,1
2022-09-06,15,16,0.9999999999999992,0.6916083333333368,0.3083916666666624,0.6916083333333374,2022-09-06 15:00:00,2022-09-06 16:00:00,0.3083916666666626,0.3083916666666626,False,383.0,383.0,15,1
2022-09-06,16,17,0.9999999999999992,0.7666741666666665,0.2333258333333326,0.7666741666666672,2022-09-06 16:00:00,2022-09-06 17:00:00,0.2333258333333328,0.2333258333333328,False,447.0,447.0,16,1
2022-09-06,17,18,0.4999999999999995,0.3454822222222248,0.1545177777777747,0.6909644444444503,2022-09-06 17:00:00,2022-09-06 18:00:00,0.30903555555554973,0.30903555555554973,False,312.0,312.0,17,1
2022-09-08,14,15,0.9999999999999992,0.6456133333333319,0.3543866666666672,0.6456133333333325,2022-09-08 14:00:00,2022-09-08 15:00:00,0.35438666666666746,0.3543866666666675,False,455.0,455.0,14,3
2022-09-08,15,16,0.9999999999999992,0.6757027777777797,0.3242972222222195,0.6757027777777802,2022-09-08 15:00:00,2022-09-08 16:00:00,0.3242972222222198,0.3242972222222198,False,452.0,452.0,15,3
2022-09-12,13,14,0.4999999999999995,0.3500588888888855,0.149941111111114,0.7001177777777716,2022-09-12 13:00:00,2022-09-12 14:00:00,0.29988222222222827,0.2998822222222284,False,120.0,120.0,13,0
2022-09-12,14,15,0.9999999999999992,0.5012125000000043,0.4987874999999949,0.5012125000000047,2022-09-12 14:00:00,2022-09-12 15:00:00,0.4987874999999953,0.4987874999999953,False,284.0,284.0,14,0
2022-09-12,15,16,0.9999999999999992,0.2588172222222257,0.7411827777777734,0.258817222222226,2022-09-12 15:00:00,2022-09-12 16:00:00,0.741182777777774,0.741182777777774,False,222.0,222.0,15,0
2022-09-12,16,17,0.9999999999999992,0.2458872222222196,0.7541127777777795,0.2458872222222199,2022-09-12 16:00:00,2022-09-12 17:00:00,0.7541127777777801,0.7541127777777801,False,266.0,266.0,16,0
2022-09-15,10,11,0.7499999999999994,0.6124952777777781,0.1375047222222213,0.8166603703703714,2022-09-15 10:00:00,2022-09-15 11:00:00,0.18333962962962852,0.18333962962962858,False,341.0,341.0,10,3
2022-09-15,11,12,0.9999999999999992,0.7079172222222206,0.2920827777777786,0.7079172222222212,2022-09-15 11:00:00,2022-09-15 12:00:00,0.2920827777777788,0.2920827777777788,False,452.99999999999994,453.0,11,3
2022-09-15,13,14,0.4999999999999995,0.2920913888888871,0.2079086111111124,0.5841827777777748,2022-09-15 13:00:00,2022-09-15 14:00:00,0.41581722222222517,0.41581722222222517,False,197.0,197.0,13,3
2022-09-15,14,15,0.9999999999999992,0.6791961111111119,0.3208038888888873,0.6791961111111124,2022-09-15 14:00:00,2022-09-15 15:00:00,0.3208038888888875,0.32080388888888756,False,450.0,450.0,14,3
2022-09-15,15,16,0.9999999999999992,0.4589752777777805,0.5410247222222186,0.4589752777777809,2022-09-15 15:00:00,2022-09-15 16:00:00,0.5410247222222191,0.5410247222222191,False,352.0,352.0,15,3
2022-09-15,16,17,0.4999999999999995,0.2784919444444449,0.2215080555555547,0.5569838888888903,2022-09-15 16:00:00,2022-09-15 17:00:00,0.44301611111110983,0.4430161111111097,False,149.0,149.0,16,3
2022-09-20,10,11,0.7499999999999994,0.2624627777777777,0.4875372222222217,0.3499503703703706,2022-09-20 10:00:00,2022-09-20 11:00:00,0.6500496296296294,0.6500496296296294,False,191.0,191.0,10,1
2022-09-20,11,12,0.9999999999999992,0.3379077777777791,0.66209222222222,0.3379077777777794,2022-09-20 11:00:00,2022-09-20 12:00:00,0.6620922222222205,0.6620922222222205,False,291.0,291.0,11,1
2022-09-20,13,14,0.333333333333333,0.1291555555555554,0.2041777777777776,0.3874666666666666,2022-09-20 13:00:00,2022-09-20 14:00:00,0.6125333333333335,0.6125333333333334,False,79.0,79.0,13,1
2022-09-20,14,15,0.6666666666666661,0.2500455555555557,0.4166211111111103,0.375068333333334,2022-09-20 14:00:00,2022-09-20 15:00:00,0.624931666666666,0.624931666666666,False,219.0,219.0,14,1
2022-09-20,11,12,0.9999999999999992,0.8166486111111106,0.1833513888888885,0.8166486111111113,2022-09-20 11:00:00,2022-09-20 12:00:00,0.18335138888888863,0.1833513888888887,False,291.0,291.0,11,1
2022-09-20,13,14,0.4999999999999995,0.4083155555555514,0.0916844444444481,0.8166311111111035,2022-09-20 13:00:00,2022-09-20 14:00:00,0.18336888888889638,0.18336888888889646,False,79.0,79.0,13,1
2022-09-20,14,15,0.9999999999999992,0.5911899999999978,0.4088100000000013,0.5911899999999983,2022-09-20 14:00:00,2022-09-20 15:00:00,0.4088100000000016,0.40881000000000167,False,219.0,219.0,14,1
2022-09-20,15,16,0.9999999999999992,0.444293888888891,0.5557061111111081,0.4442938888888914,2022-09-20 15:00:00,2022-09-20 16:00:00,0.5557061111111086,0.5557061111111086,False,,,15,1
2022-09-20,16,17,0.4999999999999995,0.4208366666666686,0.0791633333333309,0.8416733333333379,2022-09-20 16:00:00,2022-09-20 17:00:00,0.15832666666666198,0.15832666666666206,False,,,16,1
2022-09-28,14,15,0.333333333333333,0.2374466666666671,0.0958866666666659,0.712340000000002,2022-09-28 14:00:00,2022-09-28 15:00:00,0.287659999999998,0.28765999999999803,False,116.0,116.0,14,2
2022-09-28,15,16,0.7499999999999994,0.5291597222222202,0.2208402777777792,0.7055462962962942,2022-09-28 15:00:00,2022-09-28 16:00:00,0.2944537037037058,0.2944537037037058,False,290.0,290.0,15,2
2022-09-28,18,19,0.9999999999999992,0.608311666666664,0.3916883333333351,0.6083116666666646,2022-09-28 18:00:00,2022-09-28 19:00:00,0.39168833333333536,0.3916883333333354,False,,,18,2
2022-10-07,13,14,0.1666666666666665,0.1124822222222215,0.0541844444444449,0.6748933333333298,2022-10-07 13:00:00,2022-10-07 14:00:00,0.32510666666666976,0.3251066666666702,False,55.0,55.0,13,4
2022-10-07,14,15,0.9999999999999992,0.4543183333333265,0.5456816666666726,0.4543183333333269,2022-10-07 14:00:00,2022-10-07 15:00:00,0.5456816666666731,0.5456816666666731,False,347.0,347.0,14,4
2022-10-07,15,16,0.9999999999999992,0.5248824999999981,0.475117500000001,0.5248824999999986,2022-10-07 15:00:00,2022-10-07 16:00:00,0.4751175000000014,0.4751175000000014,False,327.0,327.0,15,4
2022-10-07,16,17,0.9999999999999992,0.3916722222222134,0.6083277777777858,0.3916722222222137,2022-10-07 16:00:00,2022-10-07 17:00:00,0.6083277777777862,0.6083277777777862,False,375.0,375.0,16,4
2022-10-07,17,18,0.4999999999999995,0.1458524999999982,0.3541475000000013,0.2917049999999968,2022-10-07 17:00:00,2022-10-07 18:00:00,0.7082950000000032,0.7082950000000032,False,178.0,178.0,17,4
2022-10-10,13,14,0.2499999999999997,0.1292483333333328,0.1207516666666669,0.5169933333333319,2022-10-10 13:00:00,2022-10-10 14:00:00,0.4830066666666682,0.48300666666666814,False,86.0,86.0,13,0
2022-10-10,14,15,0.9999999999999992,0.4921408333333281,0.507859166666671,0.4921408333333286,2022-10-10 14:00:00,2022-10-10 15:00:00,0.5078591666666714,0.5078591666666714,False,297.0,297.0,14,0
2022-10-10,16,17,0.6666666666666661,0.2083122222222155,0.4583544444444506,0.3124683333333236,2022-10-10 16:00:00,2022-10-10 17:00:00,0.6875316666666765,0.6875316666666764,False,188.0,188.0,16,0
2022-10-11,11,12,0.9999999999999992,0.4463727777777802,0.5536272222222189,0.4463727777777806,2022-10-11 11:00:00,2022-10-11 12:00:00,0.5536272222222194,0.5536272222222194,False,223.0,223.0,11,1
2022-10-11,12,13,0.4999999999999995,0.204223611111116,0.2957763888888836,0.4084472222222324,2022-10-11 12:00:00,2022-10-11 13:00:00,0.5915527777777677,0.5915527777777676,False,125.0,125.0,12,1
2022-10-13,10,11,0.333333333333333,0.2666341666666661,0.0666991666666669,0.7999024999999991,2022-10-13 10:00:00,2022-10-13 11:00:00,0.20009750000000093,0.20009750000000093,False,151.0,151.0,10,3
2022-10-13,11,12,0.9999999999999992,0.6956322222222208,0.3043677777777784,0.6956322222222213,2022-10-13 11:00:00,2022-10-13 12:00:00,0.3043677777777786,0.3043677777777787,False,398.0,398.0,11,3
2022-10-13,13,14,0.333333333333333,0.1959352777777791,0.1373980555555539,0.5878058333333378,2022-10-13 13:00:00,2022-10-13 14:00:00,0.41219416666666214,0.4121941666666622,False,91.0,91.0,13,3
2022-10-13,15,16,0.9999999999999992,0.5001788888888901,0.4998211111111091,0.5001788888888905,2022-10-13 15:00:00,2022-10-13 16:00:00,0.4998211111111095,0.4998211111111095,False,226.0,226.0,15,3
2022-10-13,16,17,0.4999999999999995,0.2207536111111084,0.2792463888888912,0.4415072222222171,2022-10-13 16:00:00,2022-10-13 17:00:00,0.558492777777783,0.5584927777777828,False,141.0,141.0,16,3
2022-10-20,15,16,0.9999999999999992,0.7666569444444449,0.2333430555555542,0.7666569444444455,2022-10-20 15:00:00,2022-10-20 16:00:00,0.2333430555555544,0.23334305555555446,False,301.0,301.0,15,3
2022-10-24,14,15,0.9999999999999992,0.4874847222222125,0.5125152777777866,0.4874847222222129,2022-10-24 14:00:00,2022-10-24 15:00:00,0.512515277777787,0.512515277777787,False,389.0,389.0,14,0
2022-10-24,15,16,0.9999999999999992,0.2249411111111132,0.775058888888886,0.2249411111111134,2022-10-24 15:00:00,2022-10-24 16:00:00,0.7750588888888865,0.7750588888888866,False,138.0,138.0,15,0
2022-10-24,16,17,0.9999999999999992,0.2124202777777781,0.787579722222221,0.2124202777777784,2022-10-24 16:00:00,2022-10-24 17:00:00,0.7875797222222216,0.7875797222222216,False,131.0,131.0,16,0
2022-10-24,17,18,0.9999999999999992,0.62084277777778,0.3791572222222192,0.6208427777777805,2022-10-24 17:00:00,2022-10-24 18:00:00,0.3791572222222195,0.3791572222222195,False,336.0,336.0,17,0
2022-10-24,18,19,0.5166666666666664,0.3917222222222188,0.1249444444444475,0.7581720430107466,2022-10-24 18:00:00,2022-10-24 19:00:00,0.24182795698925336,0.2418279569892534,False,180.0,180.0,18,0
2022-10-25,11,12,0.3837788888888888,0.3837788888888888,0.0,1.0,2022-10-25 11:00:00,2022-10-25 12:00:00,0.0,0.0,False,294.0,294.0,11,1
2022-10-25,12,13,0.9999999999999992,0.4870783333333333,0.5129216666666658,0.4870783333333337,2022-10-25 12:00:00,2022-10-25 13:00:00,0.5129216666666663,0.5129216666666663,False,244.00000000000003,244.0,12,1
2022-10-25,13,14,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-10-25 13:00:00,2022-10-25 14:00:00,1.0,1.0,True,0.0,0.0,13,1
2022-10-25,14,15,0.9999999999999992,0.2771566666666671,0.7228433333333321,0.2771566666666674,2022-10-25 14:00:00,2022-10-25 15:00:00,0.7228433333333326,0.7228433333333326,False,366.0,366.0,14,1
2022-10-25,15,16,0.9999999999999992,0.9999999999999992,0.0,1.0,2022-10-25 15:00:00,2022-10-25 16:00:00,0.0,0.0,False,533.0,533.0,15,1
2022-10-25,16,17,0.9999999999999992,0.7999613888888917,0.2000386111111075,0.7999613888888923,2022-10-25 16:00:00,2022-10-25 17:00:00,0.20003861111110766,0.20003861111110766,False,452.0,452.0,16,1
2022-10-25,17,18,0.3230555555555552,0.2980577777777763,0.0249977777777789,0.9226208082545104,2022-10-25 17:00:00,2022-10-25 18:00:00,0.07737919174548936,0.07737919174548957,False,160.0,160.0,17,1
2022-10-26,16,17,0.299722222222222,0.149783888888889,0.1499383333333329,0.4997423540315115,2022-10-26 16:00:00,2022-10-26 17:00:00,0.5002576459684882,0.5002576459684884,False,95.0,95.0,16,2
2022-10-26,17,18,0.9669444444444436,0.5545463888888895,0.4123980555555541,0.5735038781959219,2022-10-26 17:00:00,2022-10-26 18:00:00,0.42649612180407814,0.42649612180407814,False,333.0,333.0,17,2
2022-10-28,16,17,0.9999999999999992,0.3833997222222202,0.616600277777779,0.3833997222222205,2022-10-28 16:00:00,2022-10-28 17:00:00,0.6166002777777795,0.6166002777777795,False,226.0,226.0,16,4
2022-10-28,17,18,0.846666666666666,0.3384505555555531,0.5082161111111128,0.3997447506561654,2022-10-28 17:00:00,2022-10-28 18:00:00,0.6002552493438345,0.6002552493438347,False,232.0,232.0,17,4
2022-10-31,11,12,0.9999999999999992,0.9794361111111096,0.0205638888888896,0.9794361111111104,2022-10-31 11:00:00,2022-10-31 12:00:00,0.020563888888889617,0.020563888888889603,False,431.0,431.0,11,0
2022-10-31,12,13,0.9999999999999992,0.0105738888888903,0.9894261111111088,0.0105738888888904,2022-10-31 12:00:00,2022-10-31 13:00:00,0.9894261111111096,0.9894261111111096,False,0.0,0.0,12,0
2022-10-31,13,14,0.9999999999999992,0.4060027777777769,0.5939972222222223,0.4060027777777772,2022-10-31 13:00:00,2022-10-31 14:00:00,0.5939972222222227,0.5939972222222227,False,194.0,194.0,13,0
2022-10-31,14,15,0.9999999999999992,0.1481536111111115,0.8518463888888876,0.1481536111111117,2022-10-31 14:00:00,2022-10-31 15:00:00,0.8518463888888883,0.8518463888888883,False,74.0,74.0,14,0
2022-10-31,15,16,0.9999999999999992,0.4709416666666688,0.5290583333333303,0.4709416666666692,2022-10-31 15:00:00,2022-10-31 16:00:00,0.5290583333333307,0.5290583333333307,False,237.99999999999997,238.0,15,0
2022-10-31,16,17,0.9999999999999992,0.4767136111111107,0.5232863888888883,0.4767136111111112,2022-10-31 16:00:00,2022-10-31 17:00:00,0.5232863888888888,0.5232863888888888,False,236.00000000000003,236.0,16,0
2022-10-31,17,18,0.9999999999999992,0.7958199999999966,0.2041800000000025,0.7958199999999973,2022-10-31 17:00:00,2022-10-31 18:00:00,0.20418000000000266,0.2041800000000027,False,404.0,404.0,17,0
2022-10-31,18,19,0.3441666666666663,0.2650022222222203,0.079164444444446,0.7699822437449506,2022-10-31 18:00:00,2022-10-31 19:00:00,0.23001775625504914,0.2300177562550494,False,162.0,162.0,18,0
2022-11-03,11,12,0.709444444444444,0.4162711111111113,0.2931733333333326,0.5867564604541903,2022-11-03 11:00:00,2022-11-03 12:00:00,0.4132435395458098,0.4132435395458097,False,227.0,227.0,11,3
2022-11-03,12,13,0.9999999999999992,0.0529191666666654,0.9470808333333336,0.0529191666666655,2022-11-03 12:00:00,2022-11-03 13:00:00,0.9470808333333344,0.9470808333333345,False,44.0,44.0,12,3
2022-11-03,13,14,0.9999999999999992,0.0451055555555574,0.9548944444444416,0.0451055555555575,2022-11-03 13:00:00,2022-11-03 14:00:00,0.9548944444444424,0.9548944444444425,False,40.0,40.0,13,3
2022-11-03,14,15,0.9999999999999992,0.2382850000000009,0.7617149999999983,0.2382850000000012,2022-11-03 14:00:00,2022-11-03 15:00:00,0.7617149999999988,0.7617149999999988,False,147.0,147.0,14,3
2022-11-03,15,16,0.9999999999999992,0.3824463888888832,0.617553611111116,0.3824463888888836,2022-11-03 15:00:00,2022-11-03 16:00:00,0.6175536111111164,0.6175536111111164,False,245.99999999999997,246.0,15,3
2022-11-03,16,17,0.9174999999999992,0.5009100000000056,0.4165899999999937,0.5459509536784807,2022-11-03 16:00:00,2022-11-03 17:00:00,0.4540490463215194,0.4540490463215193,False,294.0,294.0,16,3
2022-11-08,12,13,0.4141666666666664,0.4141666666666664,0.0,1.0,2022-11-08 12:00:00,2022-11-08 13:00:00,0.0,0.0,False,203.0,203.0,12,1
2022-11-08,13,14,0.9999999999999992,0.0482283333333323,0.9517716666666668,0.0482283333333324,2022-11-08 13:00:00,2022-11-08 14:00:00,0.9517716666666676,0.9517716666666676,False,31.0,31.0,13,1
2022-11-08,14,15,0.9999999999999992,0.689954166666665,0.3100458333333342,0.6899541666666655,2022-11-08 14:00:00,2022-11-08 15:00:00,0.3100458333333344,0.31004583333333446,False,120.0,120.0,14,1
2022-11-08,15,16,0.9999999999999992,0.9624999999999992,0.0374999999999999,0.9625,2022-11-08 15:00:00,2022-11-08 16:00:00,0.03749999999999993,0.03749999999999998,False,466.0,466.0,15,1
2022-11-08,16,17,0.9999999999999992,0.1025216666666669,0.8974783333333323,0.102521666666667,2022-11-08 16:00:00,2022-11-08 17:00:00,0.8974783333333329,0.897478333333333,False,49.0,49.0,16,1
2022-11-08,17,18,0.9999999999999992,0.7557113888888909,0.2442886111111082,0.7557113888888916,2022-11-08 17:00:00,2022-11-08 18:00:00,0.2442886111111084,0.24428861111110844,False,362.0,362.0,17,1
2022-11-08,18,19,0.7444444444444438,0.2818794444444453,0.4625649999999984,0.3786440298507478,2022-11-08 18:00:00,2022-11-08 19:00:00,0.6213559701492521,0.6213559701492521,False,157.0,157.0,18,1
2022-11-11,14,15,0.4122222222222219,0.2416624999999978,0.170559722222224,0.5862432614555209,2022-11-11 14:00:00,2022-11-11 15:00:00,0.41375673854447903,0.41375673854447914,False,46.0,46.0,14,4
2022-11-11,15,16,0.9999999999999992,0.4949822222222226,0.5050177777777765,0.4949822222222231,2022-11-11 15:00:00,2022-11-11 16:00:00,0.5050177777777769,0.5050177777777769,False,247.0,247.0,15,4
2022-11-11,16,17,0.9999999999999992,0.0819927777777767,0.9180072222222224,0.0819927777777769,2022-11-11 16:00:00,2022-11-11 17:00:00,0.9180072222222231,0.9180072222222231,False,51.0,51.0,16,4
2022-11-11,17,18,0.6683333333333328,0.593473055555556,0.0748602777777768,0.8879896093100594,2022-11-11 17:00:00,2022-11-11 18:00:00,0.11201039068994045,0.11201039068994056,False,229.99999999999997,230.0,17,4
2022-11-14,15,16,0.4724999999999996,0.2308105555555567,0.2416894444444428,0.4884879482657289,2022-11-14 15:00:00,2022-11-14 16:00:00,0.511512051734271,0.5115120517342711,False,145.0,145.0,15,0
2022-11-14,16,17,0.4941666666666662,0.3233308333333313,0.1708358333333349,0.6542951096121381,2022-11-14 16:00:00,2022-11-14 17:00:00,0.34570489038786184,0.3457048903878619,False,185.0,185.0,16,0
2022-11-15,11,12,0.9999999999999992,0.8933266666666665,0.1066733333333326,0.8933266666666673,2022-11-15 11:00:00,2022-11-15 12:00:00,0.10667333333333269,0.10667333333333273,False,535.0,535.0,11,1
2022-11-15,12,13,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-15 12:00:00,2022-11-15 13:00:00,1.0,1.0,True,0.0,0.0,12,1
2022-11-15,13,14,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-15 13:00:00,2022-11-15 14:00:00,1.0,1.0,True,0.0,0.0,13,1
2022-11-15,14,15,0.9999999999999992,0.6816063888888871,0.3183936111111121,0.6816063888888877,2022-11-15 14:00:00,2022-11-15 15:00:00,0.3183936111111123,0.3183936111111123,False,520.0,520.0,14,1
2022-11-15,15,16,0.9999999999999992,0.9249991666666678,0.0750008333333313,0.9249991666666686,2022-11-15 15:00:00,2022-11-15 16:00:00,0.07500083333333135,0.07500083333333141,False,267.0,267.0,15,1
2022-11-21,13,14,0.5608333333333329,0.3209005555555508,0.239932777777782,0.5721852402179217,2022-11-21 13:00:00,2022-11-21 14:00:00,0.4278147597820782,0.4278147597820783,False,178.0,178.0,13,0
2022-11-21,14,15,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-21 14:00:00,2022-11-21 15:00:00,1.0,1.0,True,0.0,0.0,14,0
2022-11-21,15,16,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-21 15:00:00,2022-11-21 16:00:00,1.0,1.0,True,0.0,0.0,15,0
2022-11-21,16,17,0.9999999999999992,0.402316944444443,0.5976830555555561,0.4023169444444434,2022-11-21 16:00:00,2022-11-21 17:00:00,0.5976830555555566,0.5976830555555566,False,188.0,188.0,16,0
2022-11-21,17,18,0.8561111111111105,0.5561063888888879,0.3000047222222226,0.6495726800778707,2022-11-21 17:00:00,2022-11-21 18:00:00,0.35042731992212917,0.3504273199221293,False,240.0,240.0,17,0
2022-11-23,15,16,0.8544444444444438,0.5919341666666726,0.262510277777771,0.6927708062418803,2022-11-23 15:00:00,2022-11-23 16:00:00,0.3072291937581197,0.30722919375811975,False,312.0,312.0,15,2
2022-11-23,16,17,0.9999999999999992,0.7749144444444414,0.2250855555555578,0.774914444444442,2022-11-23 16:00:00,2022-11-23 17:00:00,0.22508555555555795,0.22508555555555798,False,466.0,466.0,16,2
2022-11-23,17,18,0.4455555555555552,0.3705550000000006,0.0750005555555545,0.8316695760598525,2022-11-23 17:00:00,2022-11-23 18:00:00,0.16833042394014738,0.16833042394014752,False,166.0,166.0,17,2
2022-11-28,12,13,0.9427933333333326,0.0,0.9427933333333326,0.0,2022-11-28 12:00:00,2022-11-28 13:00:00,1.0,1.0,True,407.0,407.0,12,0
2022-11-28,13,14,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-28 13:00:00,2022-11-28 14:00:00,1.0,1.0,True,0.0,0.0,13,0
2022-11-28,14,15,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-28 14:00:00,2022-11-28 15:00:00,1.0,1.0,True,0.0,0.0,14,0
2022-11-28,15,16,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-28 15:00:00,2022-11-28 16:00:00,1.0,1.0,True,42.0,42.0,15,0
2022-11-28,16,17,0.9999999999999992,0.6467547222222206,0.3532452777777785,0.6467547222222212,2022-11-28 16:00:00,2022-11-28 17:00:00,0.35324527777777875,0.3532452777777788,False,312.0,312.0,16,0
2022-11-28,17,18,0.9999999999999992,0.905648333333332,0.0943516666666672,0.9056483333333328,2022-11-28 17:00:00,2022-11-28 18:00:00,0.09435166666666726,0.09435166666666717,False,470.00000000000006,470.0,17,0
