date,product_type_l,production_units,liters_produced,production_start_time,production_end_time,efficiency,gallons_per_hour,monitored_time_dec,operation_time_dec,pause_time_dec,start_clock,end_clock,production_start_ts,production_end_ts,hourly_downtime_sum,hourly_operation_sum,hourly_efficiency_mean,hour_vs_day_efficiency_diff
2022-12-23,5,1058,5290,09:37:04.858000,12:46:05.398000,0.8138854058095999,335.85702268145985,3.150149999999998,2.56386111111111,1.2041944444444428,09:37:04.858000,12:46:05.398000,2022-12-23 09:37:04,2022-12-23 12:46:05,1.2041944444444426,2.56386111111111,0.6810208040737395,0.13286460173586034
2022-12-26,3,342,1026,15:47:22.103000,16:42:07.263000,0.5707405423175764,374.7762666049758,0.9125444444444428,0.5208261111111128,0.3916738888888866,15:47:22.103000,16:42:07.263000,2022-12-26 15:47:22,2022-12-26 16:42:07,0.3916738888888865,0.5208261111111127,0.3815921577308117,0.18914838458676475
2022-12-27,3,1203,3609,10:38:21.209000,17:09:45.019000,0.2772232870219948,184.4164128393137,6.52328055555555,1.8084052777777744,4.7149280555555535,10:38:21.209000,17:09:45.019000,2022-12-27 10:38:21,2022-12-27 17:09:45,4.7149280555555535,1.808405277777774,0.35227059449700004,-0.07504730747500526
2022-12-28,3,813,2439,11:09:19.010000,15:29:19.755000,0.3288144252085391,187.60642520597588,4.333540277777774,1.424930555555552,2.908680555555556,11:09:19.010000,15:29:19.755000,2022-12-28 11:09:19,2022-12-28 15:29:19,2.9086805555555557,1.4249305555555516,0.352915950354415,-0.02410152514587588
2022-12-30,5,1074,5370,10:58:28.719000,16:35:27.362000,0.4343873621983425,191.2294509577128,5.616289722222218,2.439645277777771,3.151188055555558,10:58:28.719000,16:35:27.362000,2022-12-30 10:58:28,2022-12-30 16:35:27,3.1511880555555583,2.43964527777777,0.4435399838060901,-0.009152621607747602
2023-01-02,5,312,1560,17:08:41.653000,18:03:11.809000,0.5326758111845433,343.4698528143615,0.9083766666666656,0.4838702777777777,0.4250186111111104,17:08:41.653000,18:03:11.809000,2023-01-02 17:08:41,2023-01-02 18:03:11,0.4250186111111104,0.4838702777777777,0.5323756112469442,0.00030019993759911046
2023-01-11,3,1344,4032,15:12:49.763000,17:30:20.193000,0.7945235581660588,586.4421611964468,2.29178611111111,1.8208780555555544,0.4707886111111104,15:12:49.763000,17:30:20.193000,2023-01-11 15:12:49,2023-01-11 17:30:20,0.47078861111111037,1.8208780555555544,0.7901420093703587,0.004381548795700074
2023-01-13,3,843,2529,14:29:24.553000,16:44:54.924000,0.5919258789051594,373.2670993734485,2.258436388888886,1.3368269444444485,0.921506388888883,14:29:24.553000,16:44:54.924000,2023-01-13 14:29:24,2023-01-13 16:44:54,0.921506388888883,1.3368269444444485,0.6027082461817216,-0.010782367276562232
2023-01-16,3,1904,5712,11:48:35.570000,18:05:21.637000,0.3788566140231307,303.21063809994035,6.279463055555551,2.3790161111111185,3.620983888888876,11:48:35.570000,18:05:21.637000,2023-01-16 11:48:35,2023-01-16 18:05:21,3.620983888888876,2.379016111111119,0.3965026851851868,-0.017646071162056076
2023-01-19,3,1123,3369,15:11:28.316000,17:14:13.691000,0.7271613461636363,548.8926225752253,2.0459375,1.4877266666666646,0.6167177777777781,15:11:28.316000,17:14:13.691000,2023-01-19 15:11:28,2023-01-19 17:14:13,0.616717777777778,1.4877266666666646,0.7090359854229596,0.01812536074067661
2023-01-20,3,1311,3933,15:51:54.015000,18:54:54.527000,0.5417730065774712,429.8160231508333,3.0501422222222208,1.6524847222222216,1.2627930555555538,15:51:54.015000,18:54:54.527000,2023-01-20 15:51:54,2023-01-20 18:54:54,1.2627930555555535,1.6524847222222219,0.5767549720395665,-0.03498196546209531
2023-01-24,3,658,1974,15:26:13.249000,16:25:43.401000,0.6218718418711537,663.5011618552936,0.9917088888888888,0.6167158333333287,0.3457841666666705,15:26:13.249000,16:25:43.401000,2023-01-24 15:26:13,2023-01-24 16:25:43,0.34578416666667044,0.6167158333333287,0.6550918143972639,-0.0332199725261102
2023-01-27,3,1692,5076,11:05:17.399000,16:24:37.607000,0.4619772394955214,317.9088661250444,5.322279999999997,2.4587722222222217,2.863727777777773,11:05:17.399000,16:24:37.607000,2023-01-27 11:05:17,2023-01-27 16:24:37,2.8637277777777737,2.458772222222222,0.5190909814166135,-0.05711374192109209
2023-01-31,5,855,4275,13:35:45.050000,16:47:30.595000,0.620656909342411,267.52318121392784,3.195984722222221,1.983610000000008,1.2125011111111013,13:35:45.050000,16:47:30.595000,2023-01-31 13:35:45,2023-01-31 16:47:30,1.212501111111101,1.983610000000007,0.6275835299756205,-0.006926620633209479
2023-02-07,5,611,3055,13:40:00.791000,16:19:31.245000,0.5642035372616608,229.8323569602865,2.6584594444444423,1.499912222222224,1.1584791666666645,13:40:00.791000,16:19:31.245000,2023-02-07 13:40:00,2023-02-07 16:19:31,1.158479166666664,1.499912222222224,0.48366908075827564,0.0805344565033852
2023-02-10,3,1289,3867,10:39:46.118000,15:30:31.916000,0.5020568849874323,265.9895523265834,4.846054999999995,2.432995277777769,2.9042269444444484,10:39:46.118000,15:30:31.916000,2023-02-10 10:39:46,2023-02-10 15:30:31,2.904226944444449,2.432995277777769,0.4654593099792532,0.03659757500817906
